,,,Src,FinInstrmTp,bseScripCode,ISIN,TckrSymb,,,,,,companyName
,,,BSE,STK,532797,INE718H01014,AUTOIND,,,,,,AUTOLINE INDUSTRIES LTD.
,,,BSE,STK,532798,INE870H01013,NETWORK18,,,,,,NETWORK18 MEDIA & INVESTMENTS
,,,BSE,STK,532799,INE703H01016,HUBTOWN,,,,,,HUBTOWN LTD.
,,,BSE,STK,532801,INE627H01017,CTE,,,,,,CAMBRIDGE TECHNOLOGY ENTERPRIS
,,,BSE,STK,532804,INE545H01011,TIIL,,,,,,TECHNOCRAFT INDUSTRIES (INDIA)
,,,BSE,STK,532805,INE891D01026,REDINGTON,,,,,,Redington Limited
,,,BSE,STK,532806,INE768E01024,AICHAMP,,,,,,AI CHAMPDANY INDUSTRIES LTD.
,,,BSE,STK,532807,INE704H01022,CINELINE,,,,,,CINELINE INDIA LIMITED
,,,BSE,STK,532808,INE940H01022,PGIL,,,,,,PEARL GLOBAL INDUSTRIES LIMITE
,,,BSE,STK,532809,INE684F01012,FSL,,,,,,FIRSTSOURCE SOLUTIONS LTD.
,,,BSE,STK,532810,INE134E01011,PFC,,,,,,POWER FINANCE CORPORATION LTD.
,,,BSE,STK,532811,INE758C01029,AHLUCONT,,,,,,AHLUWALIA CONTRACTS (INDIA) LT
,,,BSE,STK,532814,INE562A01011,INDIANB,,,,,,INDIAN BANK
,,,BSE,STK,532815,INE812G01025,SMSPHARMA,,,,,,SMS PHARMACEUTICALS LTD.
,,,BSE,STK,532817,INE998H01012,ORIENTALTL,,,,,,ORIENTAL TRIMEX LTD.
,,,BSE,STK,532820,INE311H01018,ELAND,,,,,,E-Land Apparel Limited
,,,BSE,STK,532822,INE669E01016,IDEA,,,,,,VODAFONE IDEA  LIMITED
,,,BSE,STK,532825,INE702H01018,JAGJANANI,,,,,,JAGJANANI TEXTILES LTD.
,,,BSE,STK,532826,INE952H01027,RAJTV,,,,,,RAJ TELEVISION NETWORK LTD.
,,,BSE,STK,532827,INE761H01022,PAGEIND,,,,,,PAGE INDUSTRIES LTD.
,,,BSE,STK,532828,INE005I01014,AMDIND,,,,,,AMD INDUSTRIES LTD.
,,,BSE,STK,532829,INE976H01018,LEHAR,,,,,,LEHAR FOOTWEARS LIMITED
,,,BSE,STK,532830,INE006I01046,ASTRAL,,,,,,ASTRAL LIMITED
,,,BSE,STK,532832,INE069I01010,EMBDL,,,,,,EMBASSY DEVELOPMENTS LIMITED
,,,BSE,STK,532834,INE052I01032,CAMLINFINE,,,,,,Camlin Fine Sciences Ltd
,,,BSE,STK,532835,INE725G01011,ICRA,,,,,,ICRA LTD.
,,,BSE,STK,532839,INE836F01026,DISHTV,,,,,,DISH TV INDIA LTD.
,,,BSE,STK,532841,INE280H01015,SAHYADRI,,,,,,SAHYADRI INDUSTRIES LTD.
,,,BSE,STK,532842,INE917H01012,SRHHYPOLTD,,,,,,SREE RAYALASEEMA HI-STRENGTH H
,,,BSE,STK,532843,INE061F01013,FORTIS,,,,,,FORTIS HEALTHCARE LTD.
,,,BSE,STK,532845,INE797H01018,TGBHOTELS,,,,,,TGB BANQUETS AND HOTELS LTD.
,,,BSE,STK,532847,INE788H01017,HILTON,,,,,,HILTON METAL FORGING LTD.
,,,BSE,STK,532848,INE124G01033,DELTACORP,,,,,,DELTA CORP LTD.
,,,BSE,STK,532850,INE287C01037,MICEL,,,,,,MIC ELECTRONICS LTD.
,,,BSE,STK,532851,INE070I01018,INSECTICID,,,,,,INSECTICIDES (INDIA) LTD.
,,,BSE,STK,532853,INE228I01012,ASAHISONG,,,,,,ASAHI SONGWON COLORS LTD.
,,,BSE,STK,532855,INE928H01019,HARYNACAP,,,,,,HARYANA CAPFIN LTD.
,,,BSE,STK,532856,INE508G01029,TIMETECHNO,,,,,,TIME TECHNOPLAST LTD.
,,,BSE,STK,532859,INE170I01016,HGS,,,,,,HINDUJA GLOBAL SOLUTIONS LTD.
,,,BSE,STK,532864,INE189I01024,NELCAST,,,,,,NELCAST LTD.
,,,BSE,STK,532867,INE945H01013,V2RETAIL,,,,,,V2 RETAIL LTD.
,,,BSE,STK,532868,INE271C01023,DLF,,,,,,DLF LTD.
,,,BSE,STK,532869,INE924H01018,TARMAT,,,,,,TARMAT LTD.
,,,BSE,STK,532870,INE106I01010,ANKITMETAL,,,,,,ANKIT METAL & POWER LTD.
,,,BSE,STK,532872,INE232I01014,SPARC,,,,,,SUN PHARMA ADVANCED RESEARCH C
,,,BSE,STK,532875,INE102I01027,ADSL,,,,,,ALLIED DIGITAL SERVICES LTD.
,,,BSE,STK,532878,INE385I01010,ALPA,,,,,,ALPA LABORATORIES LTD.
,,,BSE,STK,532880,INE800H01010,OMAXE,,,,,,OMAXE LTD.
,,,BSE,STK,532884,INE056I01025,REFEX,,,,,,REFEX INDUSTRIES LTD.
,,,BSE,STK,532885,INE483A01010,CENTRALBK,,,,,,CENTRAL BANK OF INDIA
,,,BSE,STK,532886,INE105I01020,SELMC,,,,,,SEL MANUFACTURING COMPANY LTD.
,,,BSE,STK,532888,INE022I01019,ASIANTILES,,,,,,ASIAN GRANITO INDIA LTD.
,,,BSE,STK,532889,INE930H01031,KPRMILL,,,,,,K.P.R.MILL LIMITED
,,,BSE,STK,532890,INE142I01023,TAKE,,,,,,TAKE SOLUTIONS LTD.
,,,BSE,STK,532891,INE323I01011,PURVA,,,,,,Puravankara Limited
,,,BSE,STK,532892,INE338I01027,MOTILALOFS,,,,,,MOTILAL OSWAL FINANCIAL SERVIC
,,,BSE,STK,532893,INE222F01029,VTMLTD,,,,,,VTM LTD.
,,,BSE,STK,532894,INE227G01018,INDOWIND,,,,,,INDOWIND ENERGY LTD.
,,,BSE,STK,532895,INE245I01016,NAGREEKCAP,,,,,,NAGREEKA CAPITAL & INFRASTRUCT
,,,BSE,STK,532896,INE387I01016,MAGNUM,,,,,,MAGNUM VENTURES LTD.
,,,BSE,STK,532898,INE752E01010,POWERGRID,,,,,,POWER GRID CORPORATION OF INDI
,,,BSE,STK,532899,INE455I01029,KSCL,,,,,,KAVERI SEED COMPANY LTD.
,,,BSE,STK,532900,INE420C01059,PAISALO,,,,,,PAISALO DIGITAL LIMITED
,,,BSE,STK,532902,INE429I01024,CCCL,,,,,,CONSOLIDATED CONSTRUCTION CONS
,,,BSE,STK,532904,INE550H01011,SUPREMEINF,,,,,,SUPREME INFRASTRUCTURE INDIA L
,,,BSE,STK,532906,INE215I01027,MAANALU,,,,,,MAAN ALUMINIUM LTD.
,,,BSE,STK,532907,INE369I01014,IL&FSENGG,,,,,,IL&FS ENGINEERING AND CONSTRUC
,,,BSE,STK,532911,INE272G01014,PARLEIND,,,,,,PARLE INDUSTRIES LIMITED
,,,BSE,STK,532915,INE621H01010,RELIGARE,,,,,,RELIGARE ENTERPRISES LTD.
,,,BSE,STK,532916,INE139I01011,BVCL,,,,,,BARAK VALLEY CEMENTS LTD.
,,,BSE,STK,532918,INE575I01016,RATHIBAR,,,,,,RATHI BARS LTD.
,,,BSE,STK,532921,INE742F01042,ADANIPORTS,,,,,,ADANI PORTS AND SPECIAL ECONOM
,,,BSE,STK,532922,INE532F01054,EDELWEISS,,,,,,EDELWEISS FINANCIAL SERVICES L
,,,BSE,STK,532923,INE722H01024,RGL,,,,,,RENAISSANCE GLOBAL LIMITED
,,,BSE,STK,532924,INE094I01018,KOLTEPATIL,,,,,,KOLTE-PATIL DEVELOPERS LTD.
,,,BSE,STK,532925,INE234I01028,KAUSHALYA,,,,,,KAUSHALYA INFRASTRUCTURE DEVEL
,,,BSE,STK,532926,INE668F01031,JYOTHYLAB,,,,,,JYOTHY LABS LIMITED
,,,BSE,STK,532927,INE738I01010,ECLERX,,,,,,ECLERX SERVICES LTD.
,,,BSE,STK,532928,INE763I01026,TARIL,,,,,,TRANSFORMERS AND RECTIFIERS (I
,,,BSE,STK,532929,INE791I01019,BRIGADE,,,,,,BRIGADE ENTERPRISES LTD.
,,,BSE,STK,532930,INE661I01014,BGRENERGY,,,,,,BGR ENERGY SYSTEMS LTD.
,,,BSE,STK,532932,INE015D01022,MANAKSIA,,,,,,MANAKSIA LTD.
,,,BSE,STK,532933,INE386I01018,PORWAL,,,,,,PORWAL AUTO COMPONENTS LTD.
,,,BSE,STK,532934,INE095I01015,PPAP,,,,,,PPAP
,,,BSE,STK,532935,INE298I01015,ARIES,,,,,,ARIES AGRO LTD.
,,,BSE,STK,532937,INE529I01021,KUANTUM,,,,,,KUANTUM PAPERS LTD.
,,,BSE,STK,532939,INE614G01033,RPOWER,,,,,,RELIANCE POWER LTD.
,,,BSE,STK,532940,INE576I01022,JKIL,,,,,,J.KUMAR INFRAPROJECTS LTD.
,,,BSE,STK,532941,INE792I01017,CORDSCABLE,,,,,,CORDS CABLE INDUSTRIES LTD.
,,,BSE,STK,532942,INE634I01029,KNRCON,,,,,,KNR CONSTRUCTIONS LTD.
,,,BSE,STK,532944,INE809I01019,ONMOBILE,,,,,,ONMOBILE
,,,BSE,STK,532945,INE964H01014,SEPC,,,,,,SEPC LIMITED
,,,BSE,STK,532946,INE863I01016,BANG,,,,,,BANG OVERSEAS LTD.
,,,BSE,STK,532947,INE821I01022,IRB,,,,,,IRB INFRASTRUCTURE DEVELOPERS
,,,BSE,STK,532951,INE871H01011,GSS,,,,,,GSS INFOTECH LTD.
,,,BSE,STK,532952,INE049I01012,NAHARCAP,,,,,,NAHAR CAPITAL & FINANCIAL SERV
,,,BSE,STK,532953,INE951I01027,VGUARD,,,,,,V-GUARD INDUSTRIES LTD.
,,,BSE,STK,532955,INE020B01018,RECLTD,,,,,,REC LIMITED
,,,BSE,STK,532957,INE642I01014,GOKAKTEX,,,,,,GOKAK TEXTILES LTD.
,,,BSE,STK,532960,INE274G01010,DHANI,,,,,,Dhani Services Limited
,,,BSE,STK,532966,INE615H01020,TITAGARH,,,,,,TITAGARH RAIL SYSTEMS LIMITED
,,,BSE,STK,532967,INE415I01015,KIRIINDUS,,,,,,KIRI INDUSTRIES LTD.
,,,BSE,STK,532974,INE865C01022,BIRLAMONEY,,,,,,ADITYA BIRLA MONEY LTD.
,,,BSE,STK,532975,INE778I01024,TELOGICA,,,,,,TELOGICA LIMITED
,,,BSE,STK,532976,INE091G01026,JAIBALAJI,,,,,,JAI BALAJI INDUSTRIES LTD.
,,,BSE,STK,532977,INE917I01010,BAJAJ-AUTO,,,,,,BAJAJ AUTO LTD.
,,,BSE,STK,532978,INE918I01026,BAJAJFINSV,,,,,,BAJAJ FINSERV LTD.
,,,BSE,STK,532980,INE020J01029,GOKUL,,,,,,GOKUL REFOILS & SOLVENT LTD.
,,,BSE,STK,532983,INE105J01010,RPGLIFE,,,,,,RPG LIFE SCIENCES LTD.
,,,BSE,STK,532985,INF174KA1JD7,SENSEX1,,,,,,KOTAK MAHINDRA MUTUAL FUND
,,,BSE,STK,532986,INE368I01016,NIRAJ,,,,,,NIRAJ CEMENT STRUCTURALS LTD.
,,,BSE,STK,532989,INE878I01022,BAFNAPH,,,,,,BAFNA PHARMACEUTICALS LTD.
,,,BSE,STK,532992,INE790D01020,CHLLTD,,,,,,CHL LTD.
,,,BSE,STK,532993,INE955I01044,SEJALLTD,,,,,,SEJAL GLASS LIMITED
,,,BSE,STK,532994,INE877I01016,ARCHIDPLY,,,,,,ARCHIDPLY INDUSTRIES LTD.
,,,BSE,STK,532998,INE947I01017,LOTUSEYE,,,,,,Lotus Eye Hospital And Institu
,,,BSE,STK,533001,INE323J01019,SOMICONVEY,,,,,,SOMI CONVEYOR BELTINGS LTD.
,,,BSE,STK,533007,INE201J01017,LGBFORGE,,,,,,LGB FORGE LTD.
,,,BSE,STK,533012,INE197J01017,LPDC,,,,,,LANDMARK PROPERTY DEVELOPMENT
,,,BSE,STK,533014,INE176J01011,SICAGEN,,,,,,SICAGEN INDIA LTD.
,,,BSE,STK,533022,INE144J01027,20MICRONS,,,,,,20 MICRONS LTD.
,,,BSE,STK,533023,INE342J01019,ZFCVINDIA,,,,,,ZF Commercial Vehicle Control
,,,BSE,STK,533029,INE773I01017,ALKALI,,,,,,ALKALI METALS LTD.
,,,BSE,STK,533033,INE858B01029,ISGEC,,,,,,ISGEC HEAVY ENGINEERING LTD.
,,,BSE,STK,533047,INE919H01018,IMFA,,,,,,INDIAN METALS & FERRO ALLOYS L
,,,BSE,STK,533048,INE065J01024,TPHQ,,,,,,Teamo Productions HQ Limited
,,,BSE,STK,533056,INE359B01010,VEDAVAAG,,,,,,VEDAVAAG SYSTEMS LTD.
,,,BSE,STK,533080,INE893J01029,MOLDTKPAC,,,,,,MOLD-TEK PACKAGING LIMITED
,,,BSE,STK,533088,INE998I01010,MHRIL,,,,,,MAHINDRA HOLIDAYS & RESORTS IN
,,,BSE,STK,533090,INE688J01023,EXCEL,,,,,,EXCEL REALTY N INFRA LTD.
,,,BSE,STK,533093,INE294G01026,ROML,,,,,,RAJ OIL MILLS LTD.
,,,BSE,STK,533095,INE083K01017,BENGALASM,,,,,,BENGAL & ASSAM COMPANY LTD.
,,,BSE,STK,533096,INE814H01011,ADANIPOWER,,,,,,ADANI POWER LTD.
,,,BSE,STK,533098,INE848E01016,NHPC,,,,,,NHPC LTD.
,,,BSE,STK,533100,INE429K01012,PEIL,,,,,,PREMIER ENERGY AND INFRASTRUCT
,,,BSE,STK,533101,INE360J01011,SURYAAMBA,,,,,,SURYAAMBA SPINNING MILLS LTD.
,,,BSE,STK,533104,INE615I01010,GLOBUSSPR,,,,,,GLOBUS SPIRITS LTD.
,,,BSE,STK,533106,INE274J01014,OIL,,,,,,OIL INDIA LTD.
,,,BSE,STK,533108,INE274K01012,BTTL,,,,,,BHILWARA TECHNICAL TEXTILES LT
,,,BSE,STK,533110,INE318K01025,SPSL,,,,,,SHREE PRECOATED STEELS LTD.
,,,BSE,STK,533121,INE201K01015,EXPLEOSOL,,,,,,EXPLEO SOLUTIONS LIMITED
,,,BSE,STK,533122,INE399K01017,RTNPOWER,,,,,,RATTANINDIA POWER LTD.
,,,BSE,STK,533137,INE947J01015,DEN,,,,,,DEN NETWORKS LTD
,,,BSE,STK,533138,INE563J01010,ASTEC,,,,,,ASTEC LIFESCIENCES LIMITED
,,,BSE,STK,533146,INE250K01012,DLINKINDIA,,,,,,D-LINK (INDIA) LTD
,,,BSE,STK,533148,INE121E01018,JSWENERGY,,,,,,JSW ENERGY LTD
,,,BSE,STK,533149,INE143K01019,YUNIKM,,,,,,Yunik Managing Advisors Limite
,,,BSE,STK,533150,INE484J01027,GODREJPROP,,,,,,GODREJ PROPERTIES LTD
,,,BSE,STK,533151,INE950I01011,DBCORP,,,,,,D B CORP LTD
,,,BSE,STK,533152,INE912H01013,MBLINFRA,,,,,,MBL Infrastructure Ltd
,,,BSE,STK,533155,INE797F01020,JUBLFOOD,,,,,,JUBILANT FOODWORKS LTD
,,,BSE,STK,533156,INE893I01013,VASCONEQ,,,,,,VASCON ENGINEERS LTD
,,,BSE,STK,533158,INE085J01014,THANGAMAYL,,,,,,THANGAMAYIL JEWELLERY LTD
,,,BSE,STK,533160,INE879I01012,DBREALTY,,,,,,VALOR ESTATE LIMITED
,,,BSE,STK,533161,INE753K01015,EMMBI,,,,,,EMMBI INDUSTRIES LTD
,,,BSE,STK,533162,INE982F01036,HATHWAY,,,,,,HATHWAY CABLE & DATACOM LTD
,,,BSE,STK,533163,INE267I01010,ARSSINFRA,,,,,,ARSS INFRASTRUCTURE PROJECTS L
,,,BSE,STK,533164,INE141K01013,TEXMOPIPES,,,,,,TEXMO PIPES & PRODUCTS LTD.
,,,BSE,STK,533166,INE108E01023,SUNDARAM,,,,,,SUNDARAM MULTI PAP LTD.
,,,BSE,STK,533168,INE847C01020,ROSSELLIND,,,,,,ROSSELL INDIA LTD.
,,,BSE,STK,533169,INE949H01023,MANINFRA,,,,,,MAN INFRACONSTRUCTION LTD.
,,,BSE,STK,533170,INE864J01012,TAMBOLIIN,,,,,,TAMBOLI INDUSTRIES LIMITED
,,,BSE,STK,533177,INE975G01012,IL&FSTRANS,,,,,,IL&FS TRANSPORTATION NETWORKS
,,,BSE,STK,533179,INE262H01021,PERSISTENT,,,,,,PERSISTENT SYSTEMS LTD.
,,,BSE,STK,533181,INE566K01011,ISFT,,,,,,INTRASOFT TECHNOLOGIES LTD.
,,,BSE,STK,533189,INE516K01024,GOENKA,,,,,,GOENKA DIAMOND & JEWELS LTD.
,,,BSE,STK,533192,INE790B01024,KCPSUGIND,,,,,,KCP SUGAR & INDUSTRIES CORPORA
,,,BSE,STK,533193,INE134B01017,KECL,,,,,,KIRLOSKAR ELECTRIC COMPANY LTD
,,,BSE,STK,533202,INE639K01016,SATCH,,,,,,SATCHMO HOLDINGS LIMITED
,,,BSE,STK,533203,INE747K01017,TARAPUR,,,,,,TARAPUR TRANSFORMERS LTD
,,,BSE,STK,533206,INE002L01015,SJVN,,,,,,SJVN LTD
,,,BSE,STK,533208,INE830C01026,EMAMIPAP,,,,,,EMAMI PAPER MILLS LTD.
,,,BSE,STK,533210,INE798K01010,KRITINUT,,,,,,KRITI NUTRIENTS LTD
,,,BSE,STK,533212,INE265D01015,GKB,,,,,,GKB OPHTHALMICS LTD.
,,,BSE,STK,533217,INE871K01015,HMVL,,,,,,HINDUSTAN MEDIA VENTURES LTD.
,,,BSE,STK,533218,INE778K01012,EMAMIREAL,,,,,,EMAMI REALTY LIMITED
,,,BSE,STK,533227,INE926K01017,AHLEAST,,,,,,ASIAN HOTELS (EAST) LTD.
,,,BSE,STK,533229,INE933K01021,BAJAJCON,,,,,,BAJAJ CONSUMER CARE LIMITED
,,,BSE,STK,533230,INF179KC1981,HDFCGOLD,,,,,,HDFC MUTUAL FUND - HDFC GOLD E
,,,BSE,STK,533239,INE696K01024,PRAKASHSTL,,,,,,PRAKASH STEELAGE LTD.
,,,BSE,STK,533244,INF109KC1NT3,GOLDIETF,,,,,,ICICI Prudential Gold ETF
,,,BSE,STK,533248,INE517F01014,GPPL,,,,,,GUJARAT PIPAVAV PORT LTD.
,,,BSE,STK,533259,INE019J01013,SASTASUNDR,,,,,,Sastasundar Ventures Limited
,,,BSE,STK,533260,INE521J01018,CPCAP,,,,,,CP CAPITAL LIMITED
,,,BSE,STK,533262,INE874I01013,RAMKY,,,,,,RAMKY INFRASTRUCTURE LTD.
,,,BSE,STK,533263,INE999K01014,GREENPOWER,,,,,,ORIENT GREEN POWER COMPANY LTD
,,,BSE,STK,533267,INE068L01024,CANTABIL,,,,,,CANTABIL RETAIL INDIA LTD.
,,,BSE,STK,533268,INE351L01016,SEATV,,,,,,SEA TV NETWORK LTD.
,,,BSE,STK,533269,INE956G01038,WABAG,,,,,,VA TECH WABAG LTD.
,,,BSE,STK,533270,INE844K01012,BEDMUTHA,,,,,,BEDMUTHA INDUSTRIES LTD.
,,,BSE,STK,533271,INE442H01029,ASHOKA,,,,,,ASHOKA BUILDCON LTD.
,,,BSE,STK,533272,INE209L01016,JWL,,,,,,JUPITER WAGONS LIMITED
,,,BSE,STK,533273,INE093I01010,OBEROIRLTY,,,,,,OBEROI REALTY LTD.
,,,BSE,STK,533274,INE811K01011,PRESTIGE,,,,,,PRESTIGE ESTATES PROJECTS LTD.
,,,BSE,STK,533275,INE482J01021,SHAH,,,,,,SHAH METACORP LIMITED
,,,BSE,STK,533278,INE522F01014,COALINDIA,,,,,,COAL INDIA LTD.
,,,BSE,STK,533282,INE024L01027,GRAVITA,,,,,,GRAVITA INDIA LTD.
,,,BSE,STK,533284,INE324L01013,RPPINFRA,,,,,,RPP INFRA PROJECTS LTD.
,,,BSE,STK,533285,INE245L01028,RDBIPL,,,,,,RDB INFRASTRUCTURE AND POWER L
,,,BSE,STK,533286,INE490G01020,MOIL,,,,,,MOIL LTD.
,,,BSE,STK,533287,INE565L01011,ZEELEARN,,,,,,ZEE LEARN LTD.
,,,BSE,STK,533289,INE096L01025,KTIL,,,,,,KESAR TERMINALS & INFRASTRUCTU
,,,BSE,STK,533292,INE619I01012,A2ZINFRA,,,,,,A2Z INFRA ENGINEERING LIMITED
,,,BSE,STK,533293,INE146L01010,KIRLOSENG,,,,,,KIRLOSKAR OIL ENGINES LTD.
,,,BSE,STK,533294,INE722J01012,RKDL,,,,,,RAVI KUMAR DISTILLERIES LTD.
,,,BSE,STK,533295,INE608A01012,PSB,,,,,,PUNJAB & SIND BANK
,,,BSE,STK,533296,INE360L01017,FMNL,,,,,,FUTURE MARKET NETWORKS LTD.
,,,BSE,STK,533298,INE272L01022,SURANASOL,,,,,,SURANA SOLAR LTD.
,,,BSE,STK,533301,INE268L01046,SHEKHAWATI,,,,,,SHEKHAWATI INDUSTRIES LIMITED
,,,BSE,STK,533302,INE029L01018,KICL,,,,,,KALYANI INVESTMENT COMPANY LTD
,,,BSE,STK,533303,INE878K01010,BFINVEST,,,,,,BF INVESTMENT LTD.
,,,BSE,STK,533306,INE519C01017,SUMMITSEC,,,,,,SUMMIT SECURITIES LTD.
,,,BSE,STK,533315,INE690J01011,INOVSYNTH,,,,,,INNOVASSYNTH INVESTMENTS LTD.
,,,BSE,STK,533316,INE577L01016,STEL,,,,,,STEL HOLDINGS LIMITED
,,,BSE,STK,533326,INE621L01012,TEXRAIL,,,,,,TEXMACO RAIL & ENGINEERING LTD
,,,BSE,STK,533329,INE611L01021,INDTERRAIN,,,,,,INDIAN TERRAIN FASHIONS LTD.
,,,BSE,STK,533333,INE045J01026,FCL,,,,,,FINEOTEX CHEMICAL LTD.
,,,BSE,STK,533336,INE320L01011,DHUNINV,,,,,,DHUNSERI INVESTMENTS LTD.
,,,BSE,STK,533339,INE251B01027,ZENTEC,,,,,,ZEN TECHNOLOGIES LTD.
,,,BSE,STK,533343,INE597L01014,LOVABLE,,,,,,LOVABLE LINGERIE LTD.
,,,BSE,STK,533344,INE560K01014,PFS,,,,,,PTC INDIA FINANCIAL SERVICES L
,,,BSE,STK,533385,INF247L01AP3,MON100,,,,,,MOTILAL OSWAL MOST SHARES NASD
,,,BSE,STK,533398,INE414G01012,MUTHOOTFIN,,,,,,MUTHOOT FINANCE LTD.
,,,BSE,STK,533407,INE672K01025,TRUEGREEN,,,,,,TRUE GREEN BIO ENERGY LIMITED
,,,BSE,STK,533408,INF209KB18D3,BSLGOLDETF,,,,,,Aditya Birla Sun Life Mutual F
,,,BSE,STK,533427,INE932K01015,VMS,,,,,,VMS INDUSTRIES LTD.
,,,BSE,STK,533451,INE725L01011,KARMAENG,,,,,,KARMA ENERGY LTD.
,,,BSE,STK,533452,INE726L01019,DELPHIFX,,,,,,DELPHI WORLD MONEY LIMITED
,,,BSE,STK,533470,INE573K01025,RUSHIL,,,,,,RUSHIL DECOR LTD.
,,,BSE,STK,533477,INE130L01014,ENKEIWHEL,,,,,,ENKEI WHEELS (INDIA) LTD.
,,,BSE,STK,533482,INE524L01026,KRIDHANINF,,,,,,KRIDHAN INFRA LIMITED
,,,BSE,STK,533506,INE878H01024,INVENTURE,,,,,,INVENTURE GROWTH & SECURITIES
,,,BSE,STK,533519,INE498L01015,LTF,,,,,,L&T Finance Limited
,,,BSE,STK,533520,INE126M01010,YAARI,,,,,,Yaari Digital Integrated Servi
,,,BSE,STK,533540,INE040M01013,TREEHOUSE,,,,,,TREE HOUSE EDUCATION & ACCESSO
,,,BSE,STK,533543,INE650L01011,BROOKS,,,,,,BROOKS LABORATORIES LTD.
,,,BSE,STK,533552,INE895B01021,RUPA,,,,,,RUPA & COMPANY LTD.
,,,BSE,STK,533553,INE419M01027,TDPOWERSYS,,,,,,T D POWER SYSTEMS LTD.
,,,BSE,STK,533570,INF846K01W80,AXISGOLD,,,,,,AXIS MUTUAL FUND - AXIS GOLD E
,,,BSE,STK,533573,INE901L01018,APLLTD,,,,,,ALEMBIC PHARMACEUTICALS LTD.
,,,BSE,STK,533576,INE590L01019,VASWANI,,,,,,VASWANI INDUSTRIES LTD.
,,,BSE,STK,533581,INE457L01029,PGEL,,,,,,PG ELECTROPLAST LTD.
,,,BSE,STK,533602,INE050L01048,LESHAIND,,,,,,LESHA INDUSTRIES LTD.
,,,BSE,STK,533608,INE123M01017,RDBRL,,,,,,RDB RASAYANS LTD.
,,,BSE,STK,533629,INE440L01017,TIJARIA,,,,,,TIJARIA POLYPIPES LTD.
,,,BSE,STK,533632,INE912L01015,ONELIFECAP,,,,,,ONELIFE CAPITAL ADVISORS LTD.
,,,BSE,STK,533638,INE060J01017,FLEXITUFF,,,,,,FLEXITUFF VENTURES INTERNATION
,,,BSE,STK,533655,INE152M01016,TRITURBINE,,,,,,TRIVENI TURBINE LTD.
,,,BSE,STK,533676,INE337M01013,INDOTHAI,,,,,,INDO THAI SECURITIES LTD.
,,,BSE,STK,533704,INE122M01019,ESSARSHPNG,,,,,,ESSAR SHIPPING LTD.
,,,BSE,STK,533719,INF397L01554,LICMFGOLD,,,,,,IDBI MUTUAL FUND - IDBI GOLD E
,,,BSE,STK,533758,INE702C01027,APLAPOLLO,,,,,,APL APOLLO TUBES LTD.
,,,BSE,STK,533761,INE390G01014,GPTINFRA,,,,,,GPT INFRAPROJECTS LTD.
,,,BSE,STK,533896,INE258M01011,FERVENTSYN,,,,,,FERVENT SYNERGIES LTD.
,,,BSE,STK,533941,INE480M01011,THOMASCOTT,,,,,,THOMAS SCOTT (INDIA) LIMITED
,,,BSE,STK,533982,INE482B01010,TERASOFT,,,,,,TERA SOFTWARE LTD.
,,,BSE,STK,534060,INE793G01035,PMCFIN,,,,,,PMC FINCORP LIMITED
,,,BSE,STK,534063,INE241F01011,FUTSOL,,,,,,FUTURISTIC SOLUTIONS LTD.
,,,BSE,STK,534064,INE123D01024,AIML,,,,,,ALLIANCE INTEGRATED METALIKS L
,,,BSE,STK,534076,INE743M01012,RHIM,,,,,,RHI MAGNESITA INDIA LIMITED
,,,BSE,STK,534091,INE745G01035,MCX,,,,,,MULTI COMMODITY EXCHANGE OF IN
,,,BSE,STK,534139,INE839M01018,SCHNEIDER,,,,,,SCHNEIDER ELECTRIC INFRASTRUCT
,,,BSE,STK,534190,INE550L01013,OLPCL,,,,,,OLYMPIC CARDS LTD.
,,,BSE,STK,534309,INE095N01031,NBCC,,,,,,NBCC (India) Limited
,,,BSE,STK,534312,INE472M01018,MTEDUCARE,,,,,,MT EDUCARE LTD.
,,,BSE,STK,534328,INE750M01017,HEXATRADEX,,,,,,HEXA TRADEX LTD.
,,,BSE,STK,534338,INE393F01010,MAXHEIGHTS,,,,,,MAXHEIGHTS INFRASTRUCTURE LTD.
,,,BSE,STK,534369,INE760L01018,TBZ,,,,,,TRIBHOVANDAS BHIMJI ZAVERI LTD
,,,BSE,STK,534392,INE050M01012,VSSL,,,,,,VARDHMAN SPECIAL STEELS LTD.
,,,BSE,STK,534425,INE247M01014,SPECIALITY,,,,,,SPECIALITY RESTAURANTS LTD.
,,,BSE,STK,534532,INE142K01011,LYPSAGEMS,,,,,,LYPSA GEMS & JEWELLERY LTD
,,,BSE,STK,534597,INE834M01019,RTNINDIA,,,,,,RATTANINDIA ENTERPRISES LIMITE
,,,BSE,STK,534598,INE735M01018,SAMPANN,,,,,,Sampann Utpadan India Limited
,,,BSE,STK,534600,INE391J01032,JTLIND,,,,,,JTL INDUSTRIES LIMITED
,,,BSE,STK,534612,INE436N01029,AMTL,,,,,,ADVANCE METERING TECHNOLOGY LT
,,,BSE,STK,534615,INE553C01016,NECCLTD,,,,,,NORTH EASTERN CARRYING CORPORA
,,,BSE,STK,534618,INE299N01021,WAAREERTL,,,,,,WAAREE RENEWABLE TECHNOLOGIES
,,,BSE,STK,534623,INE524N01014,JUPITERIN,,,,,,JUPITER INFOMEDIA LTD.
,,,BSE,STK,534639,INE581M01016,VINAYAKPOL,,,,,,VINAYAK POLYCON INTERNATIONAL
